PC6,Aantal Huishoudens,Aantal Inwoners,AVG_GEVOELIG
1104PD,25,50,False
1104PE,35,60,False
1104PG,10,15,True
1104PH,45,95,False
1104PJ,40,85,False
1104PK,15,25,False
1104PL,25,55,False
1104PM,25,45,False
1104PN,5,10,True
1104PP,35,50,False
1104PR,20,35,False
1104PS,30,55,False
1104PT,Onbekend,Onbekend,True
1104PV,Onbekend,Onbekend,True
1104RA,Onbekend,10,True
1104SC,45,90,False
1104SE,430,645,False
1104SG,Onbekend,50,True
1104SH,25,55,False
1104SK,Onbekend,Onbekend,True
1104SL,10,20,True
1104SM,15,35,False
1104SN,20,40,False
1104SP,15,25,False
1104SR,20,30,False
1104ST,20,35,False
1104SV,15,30,False
1104SW,15,30,False
1104SX,15,35,False
1104SZ,20,40,False
1104TA,15,30,False
1104TB,20,40,False
1104TC,20,40,False
1104TD,20,60,False
1104TE,25,55,False
1104TG,20,45,False
1104TH,25,45,False
1104TJ,20,55,False
1104TK,20,50,False
1104TL,25,55,False
1104TM,30,45,False
1104TN,25,55,False
1104TP,25,40,False
1104TR,25,55,False
1104TS,25,45,False
1104TT,25,45,False
1104TV,20,45,False
1104TW,30,50,False
1104TX,35,45,False
1104TZ,20,40,False
1104VA,135,270,False
1104VB,75,190,False
1104VC,130,240,False
1104VD,35,90,False
1104VE,35,85,False
1105AA,15,20,False
1105AC,5,10,True
1105AE,5,15,True
1105AG,Onbekend,Onbekend,True
1105AH,Onbekend,Onbekend,True
1105AJ,Onbekend,Onbekend,True
1105AL,Onbekend,Onbekend,True
1105AM,Onbekend,Onbekend,True
1105AN,Onbekend,Onbekend,True
1105AP,Onbekend,Onbekend,True
1105AR,Onbekend,Onbekend,True
1105AS,Onbekend,Onbekend,True
1105AT,Onbekend,Onbekend,True
1105AV,Onbekend,Onbekend,True
1105AW,Onbekend,Onbekend,True
1105AX,345,350,False
1105AZ,Onbekend,Onbekend,True
1105BA,Onbekend,Onbekend,True
1105BC,Onbekend,25,True
1105BD,Onbekend,Onbekend,True
1105BE,40,45,False
1105BG,Onbekend,Onbekend,True
1105BH,Onbekend,Onbekend,True
1105BJ,Onbekend,Onbekend,True
1105BK,Onbekend,Onbekend,True
1105BM,35,45,False
1105BN,55,95,False
1105BP,Onbekend,Onbekend,True
1105BR,Onbekend,Onbekend,True
1105BV,Onbekend,Onbekend,True
1106AD,15,30,False
1106AE,Onbekend,Onbekend,True
1106AG,25,45,False
1106AH,15,30,False
1106AK,Onbekend,Onbekend,True
1106AM,25,35,False
1106AN,30,45,False
1106AP,30,50,False
1106AR,Onbekend,Onbekend,True
1106AS,35,60,False
1106AT,Onbekend,Onbekend,True
1106AV,20,75,False
1106AW,Onbekend,Onbekend,True
1106AX,Onbekend,Onbekend,True
1106BA,25,45,False
1106BB,25,55,False
1106BC,15,30,False
1106BD,15,30,False
1106BE,30,45,False
1106BG,25,50,False
1106BH,20,45,False
1106BJ,15,30,False
1106BK,25,35,False
1106BM,30,60,False
1106BN,25,45,False
1106BP,25,40,False
1106BR,20,30,False
1106BS,30,50,False
1106BT,35,60,False
1106BV,45,75,False
1106BW,30,45,False
1106BX,30,60,False
1106BZ,25,50,False
1106CA,15,35,False
1106CB,35,75,False
1106CC,25,45,False
1106CD,30,55,False
1106CE,35,65,False
1106CG,25,50,False
1106CH,30,50,False
1106CJ,30,60,False
1106CK,15,30,False
1106CL,25,40,False
1106CM,25,55,False
1106CN,65,105,False
1106CP,70,150,False
1106CR,15,30,False
1106CS,15,30,False
1106CT,45,115,False
1106CV,45,95,False
1106CW,35,60,False
1106CX,75,150,False
1106CZ,35,50,False
1106DA,30,65,False
1106DB,55,100,False
1106DC,35,70,False
1106DD,55,140,False
1106DE,65,120,False
1106DG,60,120,False
1106DH,55,75,False
1106DJ,80,160,False
1106DK,75,140,False
1106DL,50,75,False
1106DM,85,125,False
1106DN,50,85,False
1106DP,45,75,False
1106DR,45,75,False
1106DS,75,130,False
1106DT,50,80,False
1106DV,Onbekend,Onbekend,True
1106EA,20,45,False
1106EB,25,55,False
1106EC,20,50,False
1106ED,25,60,False
1106EE,20,40,False
1106EG,20,55,False
1106EH,20,40,False
1106EJ,15,40,False
1106EK,20,40,False
1106EL,30,70,False
1106EM,30,70,False
1106EN,20,40,False
1106EP,15,40,False
1106ER,25,60,False
1106ES,20,45,False
1106ET,20,40,False
1106EV,25,60,False
1106EW,25,55,False
1106EX,25,75,False
1106EZ,50,85,False
1106GA,10,20,True
1106GB,10,15,True
1106GC,10,25,True
1106GD,20,45,False
1106GE,15,25,False
1106GG,20,45,False
1106GH,15,30,False
1106GJ,20,45,False
1106GK,20,30,False
1106GL,25,55,False
1106GM,15,20,False
1106GN,15,30,False
1106GP,15,35,False
1106GR,10,30,True
1106GS,10,30,True
1106GT,15,35,False
1106GV,Onbekend,20,True
1106GW,15,30,False
1106GX,Onbekend,Onbekend,True
1106GZ,Onbekend,10,True
1106HA,50,85,False
1106HB,15,35,False
1106HC,15,40,False
1106HD,20,45,False
1106HE,35,60,False
1106HG,25,60,False
1106HH,30,50,False
1106HJ,25,55,False
1106HK,30,65,False
1106HL,30,45,False
1106HM,25,65,False
1106HN,25,50,False
1106HP,20,50,False
1106HR,25,45,False
1106HS,20,45,False
1106HT,20,45,False
1106HV,25,55,False
1106HW,Onbekend,Onbekend,True
1106HX,15,40,False
1106HZ,25,30,False
1106JA,25,50,False
1106JB,15,25,False
1106JC,30,65,False
1106JD,15,30,False
1106JE,15,25,False
1106JG,25,35,False
1106JH,15,25,False
1106JJ,15,30,False
1106JK,15,40,False
1106JL,15,30,False
1106JM,20,40,False
1106JN,20,40,False
1106JP,20,45,False
1106JR,20,45,False
1106JS,20,35,False
1106JT,15,30,False
1106JV,25,50,False
1106JW,20,25,False
1106JX,50,85,False
1106JZ,35,85,False
1106KA,20,45,False
1106KB,15,25,False
1106KC,25,65,False
1106KD,15,45,False
1106KE,20,45,False
1106KG,25,50,False
1106KH,15,40,False
1106KJ,15,45,False
1106KK,15,45,False
1106KL,25,55,False
1106KM,25,55,False
1106KN,15,30,False
1106KP,20,35,False
1106KR,15,40,False
1106KS,20,30,False
1106KT,30,50,False
1106KV,25,55,False
1106KW,25,40,False
1106KX,25,35,False
1106KZ,20,50,False
1106LA,20,40,False
1106LB,15,35,False
1106LC,15,50,False
1106LD,20,35,False
1106LE,20,45,False
1106LG,20,45,False
1106LH,15,40,False
1106LJ,20,50,False
1106LK,15,50,False
1106LL,15,40,False
1106LM,15,35,False
1106LN,Onbekend,Onbekend,True
1106LP,Onbekend,Onbekend,True
1106LT,20,50,False
1106LV,20,35,False
1106LW,20,35,False
1106LX,15,35,False
1106LZ,15,45,False
1106MA,45,95,False
1106MB,Onbekend,25,True
1106MC,40,85,False
1106MD,25,50,False
1106MH,25,35,False
1106MJ,45,80,False
1106ML,10,10,True
1106MN,Onbekend,25,True
1106MS,45,50,False
1106MT,45,50,False
1106MV,40,45,False
1106MX,30,30,False
1106NA,20,40,False
1106NB,25,45,False
1106NC,20,40,False
1106ND,15,30,False
1106NE,15,40,False
1106NG,25,70,False
1106NH,25,40,False
1106NJ,10,15,True
1106NK,15,45,False
1106NL,20,40,False
1106NM,15,40,False
1106NN,15,30,False
1106NP,20,40,False
1106NR,20,40,False
1106NS,10,15,True
1106NT,20,35,False
1106NV,20,35,False
1106NW,15,45,False
1106NX,5,15,True
1106NZ,15,45,False
1106PA,25,50,False
1106PB,20,40,False
1106PC,30,60,False
1106PD,25,60,False
1106PE,25,45,False
1106PG,15,40,False
1106PH,15,30,False
1106PJ,25,65,False
1106PK,25,50,False
1106PL,15,45,False
1106PM,20,35,False
1106PN,20,45,False
1106PP,20,50,False
1106PR,20,45,False
1106PS,15,40,False
1106PT,15,40,False
1106PV,30,45,False
1106PW,15,35,False
1106PX,20,50,False
1106PZ,20,40,False
1106RA,15,45,False
1106RB,20,45,False
1106RC,20,30,False
1106RD,20,40,False
1106RE,15,45,False
1106RG,20,40,False
1106RH,20,50,False
1106RJ,15,40,False
1106RK,20,35,False
1106RL,15,35,False
1106RM,20,65,False
1106RN,20,50,False
1106RP,10,15,True
1106RR,20,40,False
1106RS,15,40,False
1106RT,15,30,False
1106RV,15,30,False
1106SB,Onbekend,Onbekend,True
1106SC,25,25,False
1106SE,25,25,False
1106SG,25,25,False
1106SH,25,30,False
1106SJ,20,20,False
1106SK,15,20,False
1106SL,25,25,False
1106SM,Onbekend,Onbekend,True
1106SN,20,20,False
1106SP,15,20,False
1106SR,25,25,False
1106ST,15,20,False
1106SV,20,20,False
1106SW,15,20,False
1106SX,30,75,False
1106SZ,30,55,False
1106TA,Onbekend,60,True
1106TB,15,35,False
1106TC,10,30,True
1106TD,10,20,True
1106TE,10,20,True
1106TG,20,40,False
1106TH,15,35,False
1106TJ,15,45,False
1106TK,20,35,False
1106TL,15,45,False
1106TM,20,35,False
1106TN,25,55,False
1106TP,15,35,False
1106TR,20,45,False
1106TS,20,40,False
1106TT,20,35,False
1106TV,20,40,False
1106TW,10,20,True
1106TX,15,40,False
1106TZ,20,40,False
1106VA,25,45,False
1106VB,20,50,False
1106VC,15,35,False
1106VD,15,50,False
1106VE,15,30,False
1106VG,15,40,False
1106VH,15,45,False
1106VJ,20,45,False
1106VK,15,40,False
1106VL,15,25,False
1106VM,20,45,False
1106VN,20,40,False
1106VP,15,55,False
1106VR,15,30,False
1106VS,25,45,False
1106VT,15,30,False
1106VV,20,35,False
1106VW,15,25,False
1106VX,20,50,False
1106VZ,15,35,False
1106WB,40,85,False
1106WC,25,65,False
1106WD,20,45,False
1106WE,50,120,False
1106WG,30,55,False
1106WH,50,125,False
1106WJ,65,165,False
1106WK,25,50,False
1106WL,40,85,False
1106WN,30,80,False
1106WP,40,85,False
1106WR,25,55,False
1106WS,25,50,False
1106WT,40,90,False
1106WV,15,40,False
1106WX,20,45,False
1106XA,20,30,False
1106XB,15,35,False
1106XC,15,35,False
1106XD,15,35,False
1106XE,15,35,False
1106XG,10,25,True
1106XH,15,35,False
1106XJ,15,35,False
1106XK,20,40,False
1106XL,15,35,False
1106XM,15,45,False
1106XN,15,35,False
1106XP,15,35,False
1106XR,15,30,False
1106XS,20,40,False
1106XT,15,45,False
1106XV,15,30,False
1106XW,15,30,False
1106XX,15,40,False
1106XZ,15,35,False
1106ZA,5,20,True
1106ZB,40,90,False
1106ZC,10,20,True
1106ZD,40,95,False
1106ZE,105,245,False
1106ZG,35,95,False
1106ZH,45,115,False
1106ZJ,55,125,False
1106ZK,40,95,False
1106ZL,115,250,False
1106ZM,95,225,False
1106ZN,50,115,False
1106ZP,60,155,False
1106ZR,60,150,False
1106ZS,45,100,False
1106ZT,60,135,False
1107AC,25,60,False
1107AD,25,45,False
1107AE,20,35,False
1107AG,25,45,False
1107AH,25,45,False
1107AJ,20,45,False
1107AK,20,45,False
1107AL,25,55,False
1107AM,25,45,False
1107AN,20,40,False
1107AP,20,35,False
1107AR,25,60,False
1107AV,10,25,True
1107AW,15,25,False
1107AX,30,60,False
1107AZ,20,50,False
1107BA,20,40,False
1107BB,35,75,False
1107BH,10,20,True
1107BJ,10,20,True
1107BK,25,50,False
1107BL,30,55,False
1107BN,20,40,False
1107BP,20,40,False
1107BR,20,40,False
1107BS,10,30,True
1107BT,15,35,False
1107BV,20,50,False
1107BW,20,30,False
1107BX,20,35,False
1107BZ,10,15,True
1107CA,15,20,False
1107CB,10,10,True
1107CC,25,50,False
1107CD,20,35,False
1107CE,25,35,False
1107CG,20,30,False
1107CH,20,40,False
1107CJ,25,30,False
1107CK,10,25,True
1107CL,10,15,True
1107CM,20,30,False
1107CN,20,45,False
1107CP,25,45,False
1107CR,25,35,False
1107CS,25,55,False
1107CT,15,30,False
1107CV,20,40,False
1107CW,20,35,False
1107CX,20,45,False
1107CZ,25,55,False
1107DA,35,70,False
1107DB,20,50,False
1107DC,35,90,False
1107DD,20,35,False
1107DE,30,65,False
1107DG,45,100,False
1107DH,30,65,False
1107DJ,40,80,False
1107DK,35,85,False
1107DL,40,95,False
1107DM,25,60,False
1107EA,25,35,False
1107EB,20,30,False
1107EC,Onbekend,Onbekend,True
1107EG,35,55,False
1107EJ,Onbekend,30,True
1107ES,35,55,False
1107ET,Onbekend,Onbekend,True
1107EV,Onbekend,Onbekend,True
1107EW,25,35,False
1107EX,30,50,False
1107EZ,Onbekend,Onbekend,True
1107GA,Onbekend,Onbekend,True
1107GB,25,35,False
1107GM,20,50,False
1107GN,20,35,False
1107GP,25,55,False
1107GR,20,40,False
1107GS,20,45,False
1107GT,30,30,False
1107GV,5,10,True
1107HA,20,30,False
1107HB,25,30,False
1107HC,25,30,False
1107HD,25,25,False
1107HE,25,30,False
1107HG,Onbekend,15,True
1107HR,40,55,False
1107HS,30,60,False
1107HT,30,50,False
1107HV,25,35,False
1107HX,15,25,False
1107HZ,15,35,False
1107JA,5,20,True
1107JD,15,25,False
1107JE,25,30,False
1107JG,15,25,False
1107JH,15,25,False
1107JJ,20,25,False
1107JK,10,15,True
1107JL,15,30,False
1107JM,15,25,False
1107JN,15,35,False
1107JP,20,35,False
1107JR,15,30,False
1107JS,20,25,False
1107JT,15,30,False
1107JV,30,50,False
1107JW,30,45,False
1107JX,25,40,False
1107KB,25,60,False
1107KD,30,70,False
1107KE,20,45,False
1107KG,35,65,False
1107KH,20,30,False
1107KJ,15,30,False
1107KK,40,65,False
1107KL,35,50,False
1107KM,15,40,False
1107KN,25,45,False
1107KP,15,25,False
1107KT,35,50,False
1107KV,20,40,False
1107KW,30,60,False
1107KX,25,50,False
1107LA,30,50,False
1107LB,25,45,False
1107LC,15,35,False
1107LD,30,55,False
1107LE,30,55,False
1107LG,20,30,False
1107LH,25,60,False
1107LJ,15,45,False
1107LK,25,55,False
1107LL,25,50,False
1107LM,30,45,False
1107LN,25,55,False
1107LP,35,70,False
1107LR,25,55,False
1107NA,25,50,False
1107NB,20,30,False
1107NC,30,50,False
1107ND,25,50,False
1107NE,Onbekend,Onbekend,True
1107NG,Onbekend,Onbekend,True
1107NH,35,65,False
1107NK,Onbekend,Onbekend,True
1107PA,20,45,False
1107PB,20,55,False
1107PC,20,30,False
1107PD,25,35,False
1107PE,10,20,True
1107PG,30,40,False
1107PH,25,45,False
1107PJ,25,60,False
1107PK,15,35,False
1107PL,25,75,False
1107PM,20,40,False
1107PN,15,25,False
1107PP,10,25,True
1107PR,10,20,True
1107PS,35,55,False
1107PT,35,55,False
1107PV,30,50,False
1107PW,25,40,False
1107PX,35,65,False
1107PZ,40,75,False
1107RA,30,50,False
1107RB,25,40,False
1107RC,40,85,False
1107RD,25,50,False
1107RE,25,60,False
1107RG,35,65,False
1107RH,25,45,False
1107RJ,30,45,False
1107RK,25,35,False
1107RL,25,40,False
1107RM,35,60,False
1107RN,25,50,False
1107RR,25,60,False
1107RS,25,50,False
1107RT,5,15,True
1107RV,20,45,False
1107RW,25,50,False
1107RX,20,50,False
1107RZ,15,20,False
1107SB,10,20,True
1107SC,10,20,True
1107SE,30,60,False
1107SG,30,60,False
1107SH,20,60,False
1107SJ,30,55,False
1107SK,20,40,False
1107SL,30,75,False
1107SM,25,60,False
1107SN,35,80,False
1107SP,20,25,False
1107SR,25,25,False
1107ST,25,30,False
1107SV,25,25,False
1107SW,20,25,False
1107SX,20,20,False
1107TA,25,50,False
1107TB,20,35,False
1107TC,25,40,False
1107TD,25,40,False
1107TE,35,85,False
1107TG,25,40,False
1107TH,20,35,False
1107TJ,15,15,False
1107TK,25,50,False
1107TL,20,40,False
1107TM,10,10,True
1107TN,25,55,False
1107TP,20,40,False
1107TR,25,50,False
1107TS,20,40,False
1107TT,30,65,False
1107TV,15,50,False
1107TW,25,45,False
1107TX,25,50,False
1107VA,40,85,False
1107VB,25,65,False
1107VC,20,40,False
1107VD,25,70,False
1107VE,30,80,False
1107VG,25,50,False
1107VH,30,65,False
1107VJ,15,20,False
1107VK,20,30,False
1107VL,20,35,False
1107VM,20,25,False
1107VN,20,35,False
1107VP,15,25,False
1107VR,10,20,True
1107VS,50,80,False
1107VT,10,35,True
1107VV,10,20,True
1107VW,25,65,False
1107VX,20,65,False
1107VZ,15,35,False
1107WB,10,25,True
1107WC,15,35,False
1107WD,20,40,False
1107WE,15,35,False
1107WG,15,35,False
1107WH,30,60,False
1107WJ,20,30,False
1107WK,20,35,False
1107WL,10,30,True
1107WN,25,75,False
1107WP,15,40,False
1107WR,20,50,False
1107WS,45,95,False
1107WT,20,40,False
1107WV,20,45,False
1107WX,20,40,False
1107WZ,20,45,False
1107XA,20,35,False
1107XB,20,35,False
1107XC,20,35,False
1107XD,25,40,False
1107XE,20,40,False
1107XG,30,65,False
1107XH,35,70,False
1107XJ,30,80,False
1107XK,30,50,False
1107XL,20,40,False
1107XM,30,70,False
1107ZX,10,25,True
1108AA,20,35,False
1108AB,5,10,True
1108AJ,Onbekend,Onbekend,True
1108AW,Onbekend,Onbekend,True
1108AX,Onbekend,Onbekend,True
1108AZ,5,10,True
1108BA,15,20,False
1108BB,15,25,False
1108BD,15,20,False
1108BE,15,30,False
1108BG,15,25,False
1108BH,15,30,False
1108BJ,15,35,False
1108BK,15,30,False
1108BL,15,25,False
1108BM,10,20,True
1108BN,15,30,False
1108BP,10,25,True
1108BR,15,20,False
1108BS,20,25,False
1108BT,20,35,False
1108BV,15,30,False
1108BW,15,25,False
1108BX,20,35,False
1108BZ,15,30,False
1108CA,20,30,False
1108CB,20,30,False
1108CC,20,30,False
1108CD,15,25,False
1108CE,15,30,False
1108CG,15,35,False
1108CH,20,35,False
1108CJ,15,25,False
1108CK,15,25,False
1108CL,15,30,False
1108CM,20,25,False
1108CN,15,30,False
1108CP,15,20,False
1108CR,15,25,False
1108CS,15,30,False
1108CT,15,25,False
1108CV,15,30,False
1108CW,15,25,False
1108CX,15,25,False
1108CZ,15,20,False
1108DA,15,35,False
1108DB,15,30,False
1108DC,15,40,False
1108DD,25,35,False
1108DE,15,25,False
1108DG,20,35,False
1108DH,15,35,False
1108DJ,15,30,False
1108DK,15,35,False
1108DL,15,25,False
1108DM,15,35,False
1108DN,15,35,False
1108DP,20,25,False
1108DR,15,20,False
1108DS,15,35,False
1108DT,15,25,False
1108DV,15,25,False
1108DW,15,25,False
1108DX,20,30,False
1108EA,Onbekend,Onbekend,True
1108EB,Onbekend,Onbekend,True
1108EL,Onbekend,Onbekend,True
1108EM,35,65,False
1108EN,25,40,False
1108EP,30,45,False
1108ER,30,50,False
1108ES,25,45,False
1108ET,30,55,False
1108EV,30,55,False
1108EW,25,40,False
1108EX,25,30,False
1108EZ,20,35,False
1108GA,25,45,False
1108GB,25,40,False
1108GC,30,55,False
1108GD,25,35,False
1108GH,50,50,False
1108GJ,25,25,False
1108GK,20,25,False
1108GL,25,25,False
1108GM,25,30,False
1108GX,20,30,False
1108GZ,15,25,False
1108HA,20,25,False
1108HB,20,25,False
1108HC,15,30,False
1108HD,15,35,False
1108HE,20,40,False
1108HG,15,20,False
1108HH,20,30,False
1108HJ,15,25,False
1108HK,20,30,False
1108HL,20,30,False
1108HM,15,20,False
1108HN,15,35,False
1108HP,15,35,False
1108HR,15,20,False
1108HS,20,25,False
1108HT,20,30,False
1108HV,20,30,False
1108JA,Onbekend,Onbekend,True
1109AD,15,15,False
1109AE,15,40,False
1109AG,20,45,False
1109AH,20,50,False
1109AJ,20,50,False
1109AK,15,40,False
1109AL,20,55,False
1109AM,25,55,False
1109AN,10,25,True
1109AP,10,20,True
1109AR,30,55,False
1109AS,15,25,False
1109AT,15,40,False
1109AV,10,25,True
1109AW,15,35,False
1109AX,10,25,True
1109AZ,15,30,False
1109BA,20,45,False
1109BB,20,50,False
1109BC,15,40,False
1109BD,20,45,False
1109BE,20,50,False
1109BG,25,65,False
1109BH,25,60,False
1109BJ,15,35,False
1109BK,35,85,False
1109BL,Onbekend,Onbekend,True
1109BM,15,30,False
1109BN,15,40,False
1109BR,Onbekend,Onbekend,True
1109BS,20,50,False
1109BT,15,25,False
1109BV,25,75,False
1109BW,20,55,False
1109BX,20,60,False
1109CB,25,95,False
1109CD,25,40,False
1109CE,Onbekend,30,True
1109CH,Onbekend,Onbekend,True
1109CJ,Onbekend,Onbekend,True
1111AA,25,50,False
1111AB,25,65,False
1111AC,30,65,False
1111AD,10,20,True
1111AE,20,30,False
1111AG,20,35,False
1111AH,35,50,False
1111AJ,15,20,False
1111AK,25,50,False
1111AL,10,30,True
1111AM,20,100,False
1111AN,10,20,True
1111AP,15,25,False
1111AR,25,45,False
1111AS,20,45,False
1111AT,20,35,False
1111AV,5,10,True
1111AW,20,40,False
1111AX,15,35,False
1111AZ,15,35,False
1111BB,25,40,False
1111BC,15,35,False
1111BD,30,55,False
1111BE,55,75,False
1111BG,5,15,True
1111BH,20,45,False
1111BJ,20,40,False
1111BK,10,30,True
1111BL,15,40,False
1111BM,10,30,True
1111BN,25,35,False
1111BP,15,30,False
1111BR,10,30,True
1111BS,10,30,True
1111BT,25,55,False
1111BV,20,50,False
1111BW,20,50,False
1111BX,20,45,False
1111BZ,45,95,False
1111CA,10,35,True
1111CB,30,50,False
1111CC,Onbekend,Onbekend,True
1111CD,20,30,False
1111CE,25,40,False
1111CG,25,55,False
1111CH,20,65,False
1111CJ,20,50,False
1111CK,20,50,False
1111CN,20,25,False
1111CP,45,70,False
1111CR,20,30,False
1111CS,Onbekend,Onbekend,True
1111CT,15,35,False
1111CV,15,40,False
1111CW,15,30,False
1111CX,10,20,True
1111DA,Onbekend,Onbekend,True
1111EA,25,45,False
1111EB,20,40,False
1111EC,20,45,False
1111ED,25,55,False
1111EE,25,75,False
1111EG,25,65,False
1111EH,20,25,False
1111EJ,25,50,False
1111EK,50,95,False
1111EM,20,45,False
1111EN,20,45,False
1111EP,25,35,False
1111ER,25,40,False
1111ES,15,25,False
1111ET,Onbekend,Onbekend,True
1111EV,15,30,False
1111EW,10,20,True
1111EX,25,50,False
1111EZ,20,35,False
1111GA,25,45,False
1111GB,25,45,False
1111GC,25,45,False
1111GD,15,25,False
1111GE,20,30,False
1111GG,25,40,False
1111GH,20,35,False
1111GJ,15,40,False
1111GK,10,20,True
1111GL,15,30,False
1111GM,10,25,True
1111GN,20,50,False
1111GP,45,75,False
1111GR,20,55,False
1111GS,10,15,True
1111GT,15,45,False
1111GV,15,30,False
1111GW,20,30,False
1111GX,25,40,False
1111GZ,10,20,True
1111HA,40,75,False
1111HH,5,15,True
1111HJ,55,110,False
1111HK,20,50,False
1111HL,110,200,False
1111HN,20,50,False
1111HP,Onbekend,Onbekend,True
1111HV,20,35,False
1111HW,20,40,False
1111HX,20,30,False
1111HZ,20,30,False
1111JD,50,105,False
1111JH,20,45,False
1111JJ,20,40,False
1111JK,20,55,False
1111JL,15,40,False
1111JM,20,50,False
1111JN,15,25,False
1111JP,25,50,False
1111JR,15,25,False
1111JS,25,45,False
1111JT,25,45,False
1111JV,20,35,False
1111JW,30,50,False
1111JX,20,30,False
1111JZ,25,40,False
1111KA,20,35,False
1111KB,25,50,False
1111KC,25,35,False
1111KD,25,45,False
1111KE,20,40,False
1111KG,25,60,False
1111KH,20,50,False
1111KJ,10,30,True
1111KK,20,50,False
1111KL,25,55,False
1111KM,20,45,False
1111KN,10,30,True
1111KP,15,35,False
1111KR,25,55,False
1111KS,20,50,False
1111KV,20,40,False
1111KW,25,35,False
1111KX,15,35,False
1111KZ,20,55,False
1111LA,25,75,False
1111LH,20,40,False
1111LJ,20,30,False
1111LK,20,35,False
1111LL,25,45,False
1111LM,25,35,False
1111LN,20,30,False
1111LP,25,45,False
1111LR,30,65,False
1111LS,20,40,False
1111LT,20,35,False
1111LV,30,35,False
1111LW,25,40,False
1111LX,30,50,False
1111LZ,Onbekend,Onbekend,True
1111ME,25,30,False
1111MH,25,30,False
1111MJ,20,30,False
1111NA,15,35,False
1111NB,25,50,False
1111NC,20,55,False
1111ND,30,60,False
1111NE,25,55,False
1111NG,25,60,False
1111NH,25,50,False
1111NJ,10,35,True
1111NK,20,45,False
1111NL,25,50,False
1111NM,25,65,False
1111NN,25,60,False
1111NP,15,35,False
1111NR,20,40,False
1111NS,30,75,False
1111NT,25,50,False
1111NV,25,65,False
1111NW,15,35,False
1111NX,20,50,False
1111NZ,25,70,False
1111PA,25,65,False
1111PB,15,30,False
1111PC,15,35,False
1111PD,25,50,False
1111PE,20,35,False
1111PG,15,30,False
1111PH,15,45,False
1111PJ,15,30,False
1111PK,15,25,False
1111PL,25,55,False
1111PN,20,50,False
1111PP,Onbekend,Onbekend,True
1111PS,95,140,False
1111PT,10,25,True
1111PV,Onbekend,Onbekend,True
1111PX,Onbekend,Onbekend,True
1111PZ,Onbekend,Onbekend,True
1111RA,20,25,False
1111RB,Onbekend,Onbekend,True
1111RC,Onbekend,Onbekend,True
1111RG,Onbekend,Onbekend,True
1111RH,15,30,False
1111RJ,Onbekend,Onbekend,True
1111RK,10,25,True
1111RL,10,30,True
1111RM,10,30,True
1111RN,80,290,False
1111RP,10,35,True
1111RR,45,95,False
1111RS,20,60,False
1111RT,10,45,True
1111RV,20,65,False
1111RW,10,40,True
1111RX,25,70,False
1111SB,20,50,False
1111SC,30,70,False
1111SE,15,25,False
1111SG,15,45,False
1111SH,15,40,False
1111SJ,20,45,False
1111SK,20,65,False
1111SL,20,40,False
1111SM,15,60,False
